Reporting Area,MMWR Year,MMWR Week,"Pertussis, Current week 2021","Pertussis, Previous 52 weeks Max","Pertussis, Cum 2020","Pertussis, Cum 2019"
NEW YORK CITY,2020,33,,15,48,115
ARKANSAS,2020,33,,5,37,
MISSISSIPPI,2020,33,,3,8,36
SOUTH DAKOTA,2020,33,,8,2,105
WYOMING,2020,33,,4,11,22
MISSOURI,2020,33,,19,113,211
MIDDLE ATLANTIC,2020,33,,84,544,919
CALIFORNIA,2020,33,,35,337,1088
WEST VIRGINIA,2020,33,,4,21,24
FLORIDA,2020,33,,22,203,258
MONTANA,2020,33,,13,37,436
WEST NORTH CENTRAL,2020,33,,37,279,893
MASSACHUSETTS,2020,33,,14,41,177
MOUNTAIN,2020,33,,63,717,1502
INDIANA,2020,33,,7,46,147
NON-US RESIDENTS,2020,33,,0,,
US TERRITORIES,2020,33,,2,,4
HAWAII,2020,36,,4,14,23
SOUTH ATLANTIC,2020,36,2,82,728,1264
PENNSYLVANIA,2020,36,1,50,385,284
UTAH,2020,36,,16,100,285
COLORADO,2020,36,1,17,191,317
VERMONT,2020,36,,5,11,20
KENTUCKY,2020,36,,14,53,140
PUERTO RICO,2020,36,,0,,
TOTAL,2020,37,1,469,4620,10971
PACIFIC,2020,37,,76,705,2093
WEST SOUTH CENTRAL,2020,37,,120,248,768
EAST SOUTH CENTRAL,2020,37,,24,286,536
NEVADA,2020,37,,6,9,44
IOWA,2020,37,,13,23,167
TEXAS,2020,37,,119,182,688
ALASKA,2020,37,,3,8,28
DISTRICT OF COLUMBIA,2020,37,,4,9,18
OREGON,2020,37,,20,104,250
WASHINGTON,2020,37,,32,225,390
NEW ENGLAND,2020,37,,24,94,641
RHODE ISLAND,2020,37,,8,4,9
DELAWARE,2020,37,,3,13,6
ALABAMA,2020,37,,14,144,195
KANSAS,2020,37,,0,,46
NORTH CAROLINA,2020,37,,20,178,317
GUAM,2020,37,,2,,8
NEW JERSEY,2020,37,,11,7,202
NEW MEXICO,2020,37,,8,51,103
EAST NORTH CENTRAL,2020,37,,125,999,1847
TENNESSEE,2020,37,,9,80,155
CONNECTICUT,2020,37,,3,4,53
MARYLAND,2020,37,,6,31,57
SOUTH CAROLINA,2020,37,,7,11,177
OKLAHOMA,2020,37,,10,,14
NORTHERN MARIANA ISLANDS,2020,37,,0,,
OHIO,2020,37,,51,455,571
MINNESOTA,2020,37,,13,,335
LOUISIANA,2020,37,,4,28,66
HAWAII,2020,37,,4,14,24
SOUTH ATLANTIC,2020,37,,82,734,1302
PENNSYLVANIA,2020,37,,50,385,302
UTAH,2020,37,,12,102,297
COLORADO,2020,37,,17,191,325
VERMONT,2020,37,,5,11,21
KENTUCKY,2020,37,,14,54,143
PUERTO RICO,2020,37,,0,,
MAINE,2020,37,,12,28,320
VIRGINIA,2020,37,,43,82,166
ARIZONA,2020,37,1,27,319,252
AMERICAN SAMOA,2020,37,,0,,
WISCONSIN,2020,37,,24,121,351
IDAHO,2020,37,,17,59,140
U.S. VIRGIN ISLANDS,2020,37,,0,,
MICHIGAN,2020,37,,21,96,332
GEORGIA,2020,37,,13,185,240
NEW YORK CITY,2020,37,,15,50,152
ARKANSAS,2020,37,,5,38,
MISSISSIPPI,2020,37,,2,8,43
SOUTH DAKOTA,2020,37,,8,2,112
WYOMING,2020,37,,4,11,25
MISSOURI,2020,37,,19,113,242
MIDDLE ATLANTIC,2020,37,,84,570,1088
CALIFORNIA,2020,37,,35,354,1401
WEST VIRGINIA,2020,37,,4,21,24
FLORIDA,2020,37,,22,204,297
MONTANA,2020,37,,9,37,464
WEST NORTH CENTRAL,2020,37,,45,205,1038
MASSACHUSETTS,2020,37,,14,43,196
MOUNTAIN,2020,37,1,64,779,1650
INDIANA,2020,37,,7,5,162
NON-US RESIDENTS,2020,37,,0,,
US TERRITORIES,2020,37,,2,,8
TOTAL,2020,44,5,1135,5110,14442
US RESIDENTS,2020,44,5,1134,5106,14285
NEW HAMPSHIRE,2020,44,,2,4,44
NEW YORK,2020,44,,31,142,571
PACIFIC,2020,44,1,672,973,3160
WEST SOUTH CENTRAL,2020,44,,150,258,1121
NEBRASKA,2020,44,,11,54,141
EAST SOUTH CENTRAL,2020,44,,24,295,620
NORTH DAKOTA,2020,44,,9,17,33
NEVADA,2020,44,,6,13,59
ILLINOIS,2020,44,,46,333,645
IOWA,2020,44,,9,23,203
TEXAS,2020,44,,132,189,902
ALASKA,2020,44,,3,12,35
DISTRICT OF COLUMBIA,2020,44,,2,9,26
WASHINGTON,2020,44,1,597,231,
NEW ENGLAND,2020,44,,24,95,745
RHODE ISLAND,2020,44,,8,4,14
OREGON,2020,44,,20,132,297
DELAWARE,2020,44,,3,13,6
ALABAMA,2020,44,,14,147,228
KANSAS,2020,44,,14,20,140
NORTH CAROLINA,2020,44,,20,184,394
GUAM,2020,44,,0,,21
NEW JERSEY,2020,44,,21,7,369
NEW MEXICO,2020,44,,8,56,127
EAST NORTH CENTRAL,2020,44,,125,1036,2339
TENNESSEE,2020,44,,9,83,176
CONNECTICUT,2020,44,,1,4,61
MARYLAND,2020,44,,6,32,71
SOUTH CAROLINA,2020,44,,7,11,194
OKLAHOMA,2020,44,,13,,34
NORTHERN MARIANA ISLANDS,2020,44,,0,,
OHIO,2020,44,,51,465,684
MINNESOTA,2020,44,,13,25,404
LOUISIANA,2020,44,,4,31,74
HAWAII,2020,44,,5,14,33
SOUTH ATLANTIC,2020,44,,86,761,1557
PENNSYLVANIA,2020,44,,50,391,385
UTAH,2020,44,,12,110,342
COLORADO,2020,44,2,17,206,395
VERMONT,2020,44,,5,11,31
KENTUCKY,2020,44,,14,56,168
PUERTO RICO,2020,44,,5,4,136
MAINE,2020,44,,12,28,348
VIRGINIA,2020,44,,43,86,214
ARIZONA,2020,44,2,27,335,304
AMERICAN SAMOA,2020,44,,0,,
WISCONSIN,2020,44,,22,121,406
IDAHO,2020,44,,17,59,170
U.S. VIRGIN ISLANDS,2020,44,,0,,
MICHIGAN,2020,44,,21,97,419
GEORGIA,2020,44,,14,195,289
NEW YORK CITY,2020,44,,8,57,190
ARKANSAS,2020,44,,6,38,111
MISSISSIPPI,2020,44,,2,9,48
SOUTH DAKOTA,2020,44,,8,3,132
WYOMING,2020,44,,4,11,27
MISSOURI,2020,44,,22,119,281
MIDDLE ATLANTIC,2020,44,,100,597,1515
CALIFORNIA,2020,44,,63,584,2795
WEST VIRGINIA,2020,44,,3,21,31
FLORIDA,2020,44,,22,210,332
MONTANA,2020,44,,9,40,470
WEST NORTH CENTRAL,2020,44,,64,261,1334
MASSACHUSETTS,2020,44,,14,44,247
MOUNTAIN,2020,44,4,67,830,1894
TOTAL,2020,38,11,477,4642,11358
US RESIDENTS,2020,38,11,477,4642,11349
NEW HAMPSHIRE,2020,38,,2,4,42
NEW YORK,2020,38,,31,128,446
PACIFIC,2020,38,,76,707,2140
WEST SOUTH CENTRAL,2020,38,,120,248,783
NEBRASKA,2020,38,,11,51,125
EAST SOUTH CENTRAL,2020,38,,24,288,555
NORTH DAKOTA,2020,38,,7,16,16
NEVADA,2020,38,,6,10,45
ILLINOIS,2020,38,,46,322,455
IOWA,2020,38,,13,23,171
TEXAS,2020,38,,119,182,701
ALASKA,2020,38,,3,8,28
DISTRICT OF COLUMBIA,2020,38,,4,9,18
WASHINGTON,2020,38,,32,227,393
NEW ENGLAND,2020,38,,24,94,659
RHODE ISLAND,2020,38,,8,4,9
OREGON,2020,38,,20,104,263
DELAWARE,2020,38,,3,13,6
ALABAMA,2020,38,,14,146,204
KANSAS,2020,38,,0,,46
NORTH CAROLINA,2020,38,,20,179,326
GUAM,2020,38,,1,,9
INDIANA,2020,44,,7,20,185
NON-US RESIDENTS,2020,44,,0,,
US TERRITORIES,2020,44,,5,4,157
NEW JERSEY,2020,38,,21,7,294
NEW MEXICO,2020,38,,8,52,105
EAST NORTH CENTRAL,2020,38,4,125,1003,1915
TENNESSEE,2020,38,,9,80,161
CONNECTICUT,2020,38,,3,4,56
MARYLAND,2020,38,,6,31,61
SOUTH CAROLINA,2020,38,,7,11,183
OKLAHOMA,2020,38,,10,,14
NORTHERN MARIANA ISLANDS,2020,38,,0,,
OHIO,2020,38,4,51,459,590
MINNESOTA,2020,38,,13,,345
LOUISIANA,2020,38,,4,28,68
HAWAII,2020,38,,4,14,24
SOUTH ATLANTIC,2020,38,,86,736,1338
PENNSYLVANIA,2020,38,,50,387,316
UTAH,2020,38,1,12,100,306
COLORADO,2020,38,3,17,194,337
VERMONT,2020,38,,5,11,23
KENTUCKY,2020,38,,14,54,146
PUERTO RICO,2020,38,,0,,
MAINE,2020,38,,12,28,326
VIRGINIA,2020,38,,43,82,173
ARIZONA,2020,38,3,27,324,261
AMERICAN SAMOA,2020,38,,0,,
WISCONSIN,2020,38,,24,121,367
IDAHO,2020,38,,17,59,146
U.S. VIRGIN ISLANDS,2020,38,,0,,
MICHIGAN,2020,38,,21,96,339
GEORGIA,2020,38,,13,186,245
NEW YORK CITY,2020,38,,9,52,153
ARKANSAS,2020,38,,5,38,
MISSISSIPPI,2020,38,,2,8,44
SOUTH DAKOTA,2020,38,,8,2,112
WYOMING,2020,38,,4,11,26
MISSOURI,2020,38,,19,113,243
MIDDLE ATLANTIC,2020,38,,100,574,1209
CALIFORNIA,2020,38,,35,354,1432
WEST VIRGINIA,2020,38,,4,21,26
FLORIDA,2020,38,,22,204,300
MONTANA,2020,38,,9,37,466
WEST NORTH CENTRAL,2020,38,,45,205,1058
MASSACHUSETTS,2020,38,,14,43,203
MOUNTAIN,2020,38,7,65,787,1692
INDIANA,2020,38,,7,5,164
NON-US RESIDENTS,2020,38,,0,,
US TERRITORIES,2020,38,,1,,9
TOTAL,2020,39,8,1081,4681,11331
US RESIDENTS,2020,39,8,1081,4681,11322
NEW HAMPSHIRE,2020,39,,2,4,43
NEW YORK,2020,39,,31,132,472
PACIFIC,2020,39,,650,712,1758
WEST SOUTH CENTRAL,2020,39,,132,250,922
NEBRASKA,2020,39,,11,51,125
EAST SOUTH CENTRAL,2020,39,,24,288,563
NORTH DAKOTA,2020,39,,9,16,18
NEVADA,2020,39,,6,13,45
ILLINOIS,2020,39,,46,324,479
IOWA,2020,39,,13,23,174
TEXAS,2020,39,,127,183,728
ALASKA,2020,39,,3,12,29
DISTRICT OF COLUMBIA,2020,39,,4,9,19
WASHINGTON,2020,39,,598,227,3
NEW ENGLAND,2020,39,,24,95,667
RHODE ISLAND,2020,39,,8,4,9
OREGON,2020,39,,20,105,249
DELAWARE,2020,39,,3,13,6
ALABAMA,2020,39,,14,146,205
KANSAS,2020,39,,0,,46
NORTH CAROLINA,2020,39,,20,180,333
GUAM,2020,39,,0,,9
NEW JERSEY,2020,39,,21,7,308
NEW MEXICO,2020,39,,8,53,105
EAST NORTH CENTRAL,2020,39,1,125,1006,1980
TENNESSEE,2020,39,,9,80,162
CONNECTICUT,2020,39,,2,4,58
MARYLAND,2020,39,,6,31,62
SOUTH CAROLINA,2020,39,,7,11,184
OKLAHOMA,2020,39,,10,,24
NORTHERN MARIANA ISLANDS,2020,39,,0,,
OHIO,2020,39,1,51,460,606
MINNESOTA,2020,39,,13,6,356
LOUISIANA,2020,39,,4,29,69
HAWAII,2020,39,,4,14,24
SOUTH ATLANTIC,2020,39,3,86,740,1365
PENNSYLVANIA,2020,39,,50,387,325
UTAH,2020,39,1,12,105,311
COLORADO,2020,39,1,17,195,342
VERMONT,2020,39,,5,11,24
KENTUCKY,2020,39,,14,54,151
PUERTO RICO,2020,39,,0,,
MAINE,2020,39,,12,28,326
VIRGINIA,2020,39,2,43,84,177
ARIZONA,2020,39,2,27,326,274
AMERICAN SAMOA,2020,39,,0,,
WISCONSIN,2020,39,,24,121,380
IDAHO,2020,39,,17,59,152
U.S. VIRGIN ISLANDS,2020,39,,0,,
MICHIGAN,2020,39,,21,96,348
GEORGIA,2020,39,,13,186,252
NEW YORK CITY,2020,39,,9,53,162
ARKANSAS,2020,39,,6,38,101
MISSISSIPPI,2020,39,,2,8,45
SOUTH DAKOTA,2020,39,,8,3,112
WYOMING,2020,39,,4,11,27
MISSOURI,2020,39,,19,113,246
MIDDLE ATLANTIC,2020,39,,100,579,1267
CALIFORNIA,2020,39,,35,354,1453
WEST VIRGINIA,2020,39,,4,21,26
FLORIDA,2020,39,1,22,205,306
MONTANA,2020,39,,9,37,467
WEST NORTH CENTRAL,2020,39,,49,212,1077
MASSACHUSETTS,2020,39,,14,44,207
MOUNTAIN,2020,39,4,67,799,1723
INDIANA,2020,39,,7,5,167
NON-US RESIDENTS,2020,39,,0,,
US TERRITORIES,2020,39,,0,,9
TOTAL,2020,45,3,1135,5127,14893
US RESIDENTS,2020,45,3,1134,5123,14743
NEW HAMPSHIRE,2020,45,,2,4,44
NEW YORK,2020,45,,31,142,592
PACIFIC,2020,45,,672,974,3245
WEST SOUTH CENTRAL,2020,45,,150,260,1159
NEBRASKA,2020,45,1,11,55,149
EAST SOUTH CENTRAL,2020,45,,24,296,629
NORTH DAKOTA,2020,45,,6,17,34
NEVADA,2020,45,,6,13,63
ILLINOIS,2020,45,,46,336,686
IOWA,2020,45,,9,23,210
TEXAS,2020,45,,132,189,934
ALASKA,2020,45,,3,12,38
DISTRICT OF COLUMBIA,2020,45,,2,9,26
WASHINGTON,2020,45,,597,232,
NEW ENGLAND,2020,45,,24,95,767
RHODE ISLAND,2020,45,,8,4,17
OREGON,2020,45,,20,132,314
DELAWARE,2020,45,,3,13,6
ALABAMA,2020,45,,14,147,231
KANSAS,2020,45,,11,20,148
NORTH CAROLINA,2020,45,,20,184,406
GUAM,2020,45,,0,,12
NEW JERSEY,2020,45,,16,7,380
NEW MEXICO,2020,45,,8,56,135
EAST NORTH CENTRAL,2020,45,2,125,1044,2446
TENNESSEE,2020,45,,9,83,176
CONNECTICUT,2020,45,,1,4,61
MARYLAND,2020,45,,6,32,75
SOUTH CAROLINA,2020,45,,7,11,196
OKLAHOMA,2020,45,,13,,34
NORTHERN MARIANA ISLANDS,2020,45,,0,,
OHIO,2020,45,2,51,467,711
MINNESOTA,2020,45,,13,26,417
LOUISIANA,2020,45,,4,33,76
HAWAII,2020,45,,5,14,37
SOUTH ATLANTIC,2020,45,,86,761,1606
PENNSYLVANIA,2020,45,,50,391,406
UTAH,2020,45,,12,113,347
COLORADO,2020,45,,17,206,402
VERMONT,2020,45,,5,11,36
KENTUCKY,2020,45,,14,57,173
PUERTO RICO,2020,45,,5,4,138
MAINE,2020,45,,12,28,352
VIRGINIA,2020,45,,43,86,233
ARIZONA,2020,45,,27,335,309
AMERICAN SAMOA,2020,45,,0,,
WISCONSIN,2020,45,,22,121,422
IDAHO,2020,45,,17,59,176
U.S. VIRGIN ISLANDS,2020,45,,0,,
MICHIGAN,2020,45,,20,97,437
GEORGIA,2020,45,,13,195,296
NEW YORK CITY,2020,45,,8,57,194
ARKANSAS,2020,45,,6,38,115
MISSISSIPPI,2020,45,,2,9,49
SOUTH DAKOTA,2020,45,,5,3,136
WYOMING,2020,45,,4,11,27
MISSOURI,2020,45,,22,119,295
MIDDLE ATLANTIC,2020,45,,100,597,1572
CALIFORNIA,2020,45,,61,584,2856
TOTAL,2020,40,12,1086,4738,11692
US RESIDENTS,2020,40,12,1086,4738,11683
NEW HAMPSHIRE,2020,40,,2,4,44
NEW YORK,2020,40,,31,142,491
PACIFIC,2020,40,,651,725,1789
WEST SOUTH CENTRAL,2020,40,1,132,252,959
NEBRASKA,2020,40,2,11,53,130
EAST SOUTH CENTRAL,2020,40,,24,290,576
NORTH DAKOTA,2020,40,,9,16,18
NEVADA,2020,40,,6,13,45
ILLINOIS,2020,40,,46,325,508
IOWA,2020,40,,13,23,175
TEXAS,2020,40,,127,183,761
ALASKA,2020,40,,3,12,31
DISTRICT OF COLUMBIA,2020,40,,4,9,20
WASHINGTON,2020,40,,598,227,3
NEW ENGLAND,2020,40,,24,95,684
RHODE ISLAND,2020,40,,8,4,14
OREGON,2020,40,,20,118,261
DELAWARE,2020,40,,3,13,6
ALABAMA,2020,40,,14,147,212
KANSAS,2020,40,,14,,109
WEST VIRGINIA,2020,45,,3,21,33
FLORIDA,2020,45,,22,210,335
MONTANA,2020,45,,9,40,471
WEST NORTH CENTRAL,2020,45,1,57,263,1389
MASSACHUSETTS,2020,45,,14,44,257
MOUNTAIN,2020,45,,67,833,1930
NORTH CAROLINA,2020,40,,20,182,344
GUAM,2020,40,,0,,9
NEW JERSEY,2020,40,,21,7,319
NEW MEXICO,2020,40,,8,54,109
EAST NORTH CENTRAL,2020,40,2,125,1010,2051
TENNESSEE,2020,40,,9,81,163
CONNECTICUT,2020,40,,1,4,59
MARYLAND,2020,40,,6,31,63
SOUTH CAROLINA,2020,40,,7,11,185
OKLAHOMA,2020,40,,5,,24
NORTHERN MARIANA ISLANDS,2020,40,,0,,
OHIO,2020,40,2,51,462,615
MINNESOTA,2020,40,,13,12,364
LOUISIANA,2020,40,1,4,31,69
HAWAII,2020,40,,5,14,24
SOUTH ATLANTIC,2020,40,3,86,749,1393
PENNSYLVANIA,2020,40,,50,387,335
UTAH,2020,40,,12,105,316
COLORADO,2020,40,3,17,198,358
VERMONT,2020,40,,5,11,24
KENTUCKY,2020,40,,14,54,156
PUERTO RICO,2020,40,,0,,
MAINE,2020,40,,12,28,330
VIRGINIA,2020,40,1,43,86,180
ARIZONA,2020,40,1,27,327,280
AMERICAN SAMOA,2020,40,,0,,
WISCONSIN,2020,40,,24,121,404
IDAHO,2020,40,,17,59,154
U.S. VIRGIN ISLANDS,2020,40,,0,,
MICHIGAN,2020,40,,21,97,356
GEORGIA,2020,40,,13,189,260
NEW YORK CITY,2020,40,,8,54,168
ARKANSAS,2020,40,,6,38,105
MISSISSIPPI,2020,40,,2,8,45
SOUTH DAKOTA,2020,40,,8,3,112
WYOMING,2020,40,,4,11,27
MISSOURI,2020,40,,19,113,254
MIDDLE ATLANTIC,2020,40,,100,590,1313
CALIFORNIA,2020,40,,35,354,1470
WEST VIRGINIA,2020,40,,4,21,26
FLORIDA,2020,40,2,22,207,309
MONTANA,2020,40,,9,40,467
WEST NORTH CENTRAL,2020,40,2,63,220,1162
MASSACHUSETTS,2020,40,,14,44,213
MOUNTAIN,2020,40,4,67,807,1756
INDIANA,2020,40,,7,5,168
NON-US RESIDENTS,2020,40,,0,,
US TERRITORIES,2020,40,,0,,9
TOTAL,2020,41,8,1091,4976,11995
US RESIDENTS,2020,41,8,1091,4976,11986
NEW HAMPSHIRE,2020,41,,2,4,44
NEW YORK,2020,41,,31,142,503
PACIFIC,2020,41,1,650,949,1812
WEST SOUTH CENTRAL,2020,41,,137,252,1009
NEBRASKA,2020,41,,11,53,135
EAST SOUTH CENTRAL,2020,41,,24,292,587
NORTH DAKOTA,2020,41,,9,16,18
NEVADA,2020,41,,6,13,46
ILLINOIS,2020,41,,46,327,539
IOWA,2020,41,,13,23,178
TEXAS,2020,41,,132,183,801
ALASKA,2020,41,,3,12,32
DISTRICT OF COLUMBIA,2020,41,,4,9,20
WASHINGTON,2020,41,,597,228,
NEW ENGLAND,2020,41,,24,95,703
RHODE ISLAND,2020,41,,8,4,14
OREGON,2020,41,,20,118,264
DELAWARE,2020,41,,3,13,6
ALABAMA,2020,41,,14,147,215
KANSAS,2020,41,,14,,112
NORTH CAROLINA,2020,41,,20,182,350
GUAM,2020,41,,0,,9
NEW JERSEY,2020,41,,21,7,328
NEW MEXICO,2020,41,,8,55,113
EAST NORTH CENTRAL,2020,41,1,125,1013,2126
TENNESSEE,2020,41,,9,82,166
CONNECTICUT,2020,41,,1,4,60
MARYLAND,2020,41,,6,31,63
SOUTH CAROLINA,2020,41,,7,11,187
OKLAHOMA,2020,41,,5,,29
NORTHERN MARIANA ISLANDS,2020,41,,0,,
OHIO,2020,41,1,51,463,631
MINNESOTA,2020,41,,13,12,375
LOUISIANA,2020,41,,4,31,71
HAWAII,2020,41,,5,14,26
SOUTH ATLANTIC,2020,41,1,86,750,1417
PENNSYLVANIA,2020,41,,50,386,346
UTAH,2020,41,1,12,108,322
COLORADO,2020,41,3,17,201,369
VERMONT,2020,41,,5,11,26
KENTUCKY,2020,41,,14,54,160
PUERTO RICO,2020,41,,0,,
MAINE,2020,41,,12,28,337
VIRGINIA,2020,41,,43,86,183
ARIZONA,2020,41,1,27,329,284
AMERICAN SAMOA,2020,41,,0,,
WISCONSIN,2020,41,,21,121,422
IDAHO,2020,41,,17,59,155
U.S. VIRGIN ISLANDS,2020,41,,0,,
MICHIGAN,2020,41,,21,97,366
GEORGIA,2020,41,,13,189,266
NEW YORK CITY,2020,41,,8,54,174
ARKANSAS,2020,41,,6,38,108
MISSISSIPPI,2020,41,,2,9,46
SOUTH DAKOTA,2020,41,,8,3,120
WYOMING,2020,41,,4,11,27
MISSOURI,2020,41,,19,113,259
MIDDLE ATLANTIC,2020,41,,100,589,1351
CALIFORNIA,2020,41,1,60,577,1490
WEST VIRGINIA,2020,41,,4,21,26
FLORIDA,2020,41,1,22,208,316
MONTANA,2020,41,,9,40,468
WEST NORTH CENTRAL,2020,41,,63,220,1197
MASSACHUSETTS,2020,41,,14,44,222
MOUNTAIN,2020,41,5,67,816,1784
INDIANA,2020,41,,7,5,168
NON-US RESIDENTS,2020,41,,0,,
US TERRITORIES,2020,41,,0,,9
INDIANA,2020,45,,7,23,190
NON-US RESIDENTS,2020,45,,0,,
US TERRITORIES,2020,45,,5,4,150
TOTAL,2020,46,6,1136,5181,15411
US RESIDENTS,2020,46,6,1135,5177,15258
NEW HAMPSHIRE,2020,46,,2,4,46
NEW YORK,2020,46,1,31,143,622
PACIFIC,2020,46,,673,974,3324
WEST SOUTH CENTRAL,2020,46,,150,277,1203
NEBRASKA,2020,46,,11,55,152
EAST SOUTH CENTRAL,2020,46,,24,297,641
NORTH DAKOTA,2020,46,,6,17,36
NEVADA,2020,46,,6,13,69
ILLINOIS,2020,46,,46,337,727
IOWA,2020,46,,9,23,217
TEXAS,2020,46,,132,206,974
ALASKA,2020,46,,3,12,41
DISTRICT OF COLUMBIA,2020,46,,2,9,26
WASHINGTON,2020,46,,598,232,
NEW ENGLAND,2020,46,,24,95,791
RHODE ISLAND,2020,46,,8,4,18
OREGON,2020,46,,20,132,331
DELAWARE,2020,46,,3,13,6
ALABAMA,2020,46,,14,148,235
KANSAS,2020,46,,11,20,157
NORTH CAROLINA,2020,46,,20,186,426
GUAM,2020,46,,0,,12
NEW JERSEY,2020,46,,16,7,388
NEW MEXICO,2020,46,,8,56,141
EAST NORTH CENTRAL,2020,46,,125,1057,2560
TENNESSEE,2020,46,,9,83,178
CONNECTICUT,2020,46,,1,4,62
MARYLAND,2020,46,,6,32,75
SOUTH CAROLINA,2020,46,,7,11,203
OKLAHOMA,2020,46,,13,,34
NORTHERN MARIANA ISLANDS,2020,46,,0,,
OHIO,2020,46,,51,467,735
MINNESOTA,2020,46,,9,26,426
LOUISIANA,2020,46,,4,33,79
HAWAII,2020,46,,5,14,37
SOUTH ATLANTIC,2020,46,1,86,766,1650
PENNSYLVANIA,2020,46,1,50,392,448
UTAH,2020,46,,12,113,355
COLORADO,2020,46,3,17,216,411
VERMONT,2020,46,,3,11,38
KENTUCKY,2020,46,,14,57,178
PUERTO RICO,2020,46,,5,4,141
MAINE,2020,46,,12,28,356
VIRGINIA,2020,46,,43,87,240
ARIZONA,2020,46,,27,341,322
AMERICAN SAMOA,2020,46,,0,,
WISCONSIN,2020,46,,22,121,444
IDAHO,2020,46,,17,59,186
U.S. VIRGIN ISLANDS,2020,46,,0,,
MICHIGAN,2020,46,,20,97,457
GEORGIA,2020,46,,13,196,299
NEW YORK CITY,2020,46,,8,57,201
ARKANSAS,2020,46,,6,38,116
MISSISSIPPI,2020,46,,2,9,50
SOUTH DAKOTA,2020,46,,5,3,141
WYOMING,2020,46,,4,11,29
MISSOURI,2020,46,,22,119,317
MIDDLE ATLANTIC,2020,46,2,100,599,1659
CALIFORNIA,2020,46,,61,584,2915
WEST VIRGINIA,2020,46,,3,21,33
FLORIDA,2020,46,1,22,211,342
MONTANA,2020,46,,9,40,471
WEST NORTH CENTRAL,2020,46,,57,263,1446
MASSACHUSETTS,2020,46,,14,44,271
MOUNTAIN,2020,46,3,67,849,1984
INDIANA,2020,46,,7,35,197
NON-US RESIDENTS,2020,46,,0,,
US TERRITORIES,2020,46,,5,4,153
TOTAL,2020,47,12,1136,5209,15868
US RESIDENTS,2020,47,12,1135,5205,15715
NEW HAMPSHIRE,2020,47,,2,4,47
NEW YORK,2020,47,1,31,144,644
PACIFIC,2020,47,2,673,979,3384
WEST SOUTH CENTRAL,2020,47,,150,277,1229
NEBRASKA,2020,47,1,11,56,161
EAST SOUTH CENTRAL,2020,47,,24,299,651
NORTH DAKOTA,2020,47,,6,17,36
NEVADA,2020,47,,6,13,70
ILLINOIS,2020,47,,46,337,771
IOWA,2020,47,,9,23,226
TEXAS,2020,47,,132,206,994
ALASKA,2020,47,,3,12,41
DISTRICT OF COLUMBIA,2020,47,,2,9,26
WASHINGTON,2020,47,2,598,235,
NEW ENGLAND,2020,47,,18,95,801
RHODE ISLAND,2020,47,,8,4,24
OREGON,2020,47,,20,132,342
DELAWARE,2020,47,,3,13,6
ALABAMA,2020,47,,14,149,238
KANSAS,2020,47,,11,20,168
NORTH CAROLINA,2020,47,,17,186,443
GUAM,2020,47,,0,,12
NEW JERSEY,2020,47,,16,7,402
NEW MEXICO,2020,47,,8,56,147
EAST NORTH CENTRAL,2020,47,,125,1057,2685
TENNESSEE,2020,47,,9,84,182
CONNECTICUT,2020,47,,1,4,62
MARYLAND,2020,47,,6,32,80
SOUTH CAROLINA,2020,47,,7,11,205
OKLAHOMA,2020,47,,13,,34
NORTHERN MARIANA ISLANDS,2020,47,,0,,
OHIO,2020,47,,51,467,778
MINNESOTA,2020,47,,9,26,430
LOUISIANA,2020,47,,4,33,79
HAWAII,2020,47,,5,14,40
SOUTH ATLANTIC,2020,47,1,86,770,1720
PENNSYLVANIA,2020,47,,50,392,476
UTAH,2020,47,,12,113,359
COLORADO,2020,47,4,17,220,414
VERMONT,2020,47,,3,11,39
KENTUCKY,2020,47,,14,57,181
PUERTO RICO,2020,47,,5,4,141
MAINE,2020,47,,12,28,356
VIRGINIA,2020,47,,43,89,269
ARIZONA,2020,47,3,27,345,325
AMERICAN SAMOA,2020,47,,0,,
WISCONSIN,2020,47,,19,121,459
IDAHO,2020,47,,17,59,198
U.S. VIRGIN ISLANDS,2020,47,,0,,
MICHIGAN,2020,47,,18,97,475
GEORGIA,2020,47,,13,197,306
NEW YORK CITY,2020,47,,8,64,204
ARKANSAS,2020,47,,6,38,122
MISSISSIPPI,2020,47,,2,9,50
SOUTH DAKOTA,2020,47,,4,3,142
WYOMING,2020,47,,4,11,29
MISSOURI,2020,47,,22,119,339
MIDDLE ATLANTIC,2020,47,1,100,607,1726
CALIFORNIA,2020,47,,61,586,2961
WEST VIRGINIA,2020,47,,3,21,34
FLORIDA,2020,47,1,22,212,351
MONTANA,2020,47,,9,40,475
WEST NORTH CENTRAL,2020,47,1,56,264,1502
MASSACHUSETTS,2020,47,,8,44,273
MOUNTAIN,2020,47,7,67,857,2017
INDIANA,2020,47,,6,35,202
NON-US RESIDENTS,2020,47,,0,,
US TERRITORIES,2020,47,,5,4,153
TOTAL,2020,48,6,1136,5217,16260
US RESIDENTS,2020,48,6,1135,5213,16107
NEW HAMPSHIRE,2020,48,,2,4,48
NEW YORK,2020,48,,31,144,661
PACIFIC,2020,48,1,673,980,3458
WEST SOUTH CENTRAL,2020,48,,150,278,1269
NEBRASKA,2020,48,,11,56,169
EAST SOUTH CENTRAL,2020,48,,24,299,660
NORTH DAKOTA,2020,48,,6,17,37
NEVADA,2020,48,,6,13,70
